time,ADS.fAHUHRBypValveSetADSInternalValuesMirror,ADS.fAHUHRBypValveAct1ADSInternalValuesMirror,ADS.fAHUPHValveSetADSInternalValuesMirror,ADS.fAHUPHValveActADSInternalValuesMirror,ADS.eAHUPHPumpContModeADSInternalValuesMirror,ADS.bAHUPHPumpErrorADSInternalValuesMirror,ADS.fAHUPHPumpSpeedADSInternalValuesMirror,ADS.fAHUPHPumpVolFlowADSInternalValuesMirror,ADS.fAHUPHTempSupPrimADSInternalValuesMirror,ADS.fAHUPHTempRetPrimADSInternalValuesMirror,ADS.fAHUTempEHAADSInternalValuesMirror,ADS.fAHUHumEHAADSInternalValuesMirror,ADS.fAHUFlapEHAActADSInternalValuesMirror,ADS.fAHUFlapEHASetADSInternalValuesMirror,ADS.fAHUFlapODAActADSInternalValuesMirror,ADS.fAHUFlapODASetADSInternalValuesMirror,ADS.fAHUTempODAADSInternalValuesMirror,ADS.fAHUHumODAADSInternalValuesMirror
2023-02-18T06:30:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,82.23255796210711,71.31627903428189,13.101860534313113,74.89534919206486,99.61000061035156,100.0,99.53744258437045,100.0,9.237441839173783,92.6604626677757
2023-02-18T06:45:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,81.07209298777026,71.02093044547148,13.01571444102696,74.96046571953352,99.61000061035156,100.0,99.49209381813226,100.0,9.217618942260742,92.60930065776027
2023-02-18T07:00:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,66.63333320617676,56.55476143246605,12.937441714974337,74.98333358764648,99.61000061035156,100.0,99.54500071207683,100.0,9.108837260756381,92.8571423121861
2023-02-18T07:15:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,82.00000053228334,71.23720923135447,12.8125581741333,75.2674429250318,99.61000061035156,100.0,99.46488455838936,100.0,8.988139596096305,92.4186046511628
2023-02-18T07:30:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,81.83809516543434,71.40476172310966,12.789047581808907,74.5404764811198,99.61000061035156,100.0,99.51714361281623,100.0,8.977856885819207,90.00952311924526
2023-02-18T07:45:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,70.72790687028751,59.58604679551235,12.823953495469205,73.10697670870049,99.61000061035156,100.0,99.53744258437045,100.0,9.04162795044655,87.42790683480196
2023-02-18T08:00:00Z,0.0,50.0,0.0,0.46511627906976744,0.0,0.0,14.651162790697674,0.0,82.51162843926008,71.59302343324174,12.910697626513103,71.47906990938408,99.61000061035156,100.0,99.57372159736101,100.0,9.128139584563499,86.7000012065089
2023-02-18T08:15:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,80.25952384585426,70.03333355131603,12.906428427923293,70.757143111456,99.61000061035156,100.0,99.48000081380208,100.0,9.15523810613723,86.72857157389323
2023-02-18T08:30:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,69.78604605031568,59.29069776313249,12.937209240225858,70.1093020771825,99.61000061035156,100.0,99.5465123376181,100.0,9.1951162205186,86.81860511247501
2023-02-18T08:45:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,85.01627899879632,74.15581388251726,12.949761753990536,69.8697694290516,99.61000061035156,100.0,99.53744258437045,100.0,9.162142799014138,87.70232657499092
2023-02-18T09:00:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,77.03333300635929,67.13571384974888,12.987674469171568,69.65714300246466,99.61000061035156,100.0,99.47071511404855,100.0,9.286511554274448,87.00714256649925
