time,ADS.fAHUFlapETAActADSInternalValuesMirror,ADS.fAHUFlapETASetADSInternalValuesMirror,ADS.fAHUFanETASpeedActADSInternalValuesMirror,ADS.fAHUFanETASpeedSetADSInternalValuesMirror,ADS.fAHUFanETAVdpActADSInternalValuesMirror,ADS.fAHUFanETAVolFlowActADSInternalValuesMirror,ADS.fAHUTempETAADSInternalValuesMirror,ADS.fAHUHumETAADSInternalValuesMirror
2023-05-07T23:30:00Z,99.61000061035156,100.0,50.0,50.0,445.25,7346.381049804688,21.27500057220459,60.06199905395508
2023-05-07T23:45:00Z,99.61000061035156,100.0,50.0,50.0,444.86,7344.86736328125,21.387499961853027,59.63300006866455
2023-05-08T00:00:00Z,99.61000061035156,100.0,50.0,50.0,444.82,7346.6788720703125,21.565700397491455,59.06799991607666
2023-05-08T00:15:00Z,99.61000061035156,100.0,50.0,50.0,443.65,7335.86099609375,21.51300033569336,59.378999671936036
2023-05-08T00:30:00Z,99.61000061035156,100.0,50.0,50.0,444.98,7345.780581054688,21.40525226400356,59.73100028991699
2023-05-08T00:45:00Z,99.61000061035156,100.0,50.0,50.0,444.71,7344.423051757813,21.40049467936601,59.746000061035154
2023-05-08T01:00:00Z,99.61000061035156,100.0,50.0,50.0,444.14,7339.0655078125,21.421800117492676,59.69200057983399
2023-05-08T01:15:00Z,99.61000061035156,100.0,50.0,50.0,445.32,7347.607358398437,21.3419997215271,59.81700042724609
2023-05-08T01:30:00Z,99.61000061035156,100.0,50.0,50.0,444.03,7335.5382080078125,21.215454063030204,60.08399887084961
2023-05-08T01:45:00Z,99.61000061035156,100.0,50.0,50.0,445.65,7350.008159179688,21.27257458526309,59.82599975585938
2023-05-08T02:00:00Z,99.61000061035156,100.0,50.0,50.0,446.12,7356.403696289062,21.48580041885376,59.09299999237061
2023-05-08T02:15:00Z,99.61000061035156,100.0,50.0,50.0,445.92,7354.382709960937,21.49059928894043,59.09400043487549
2023-05-08T02:30:00Z,99.61000061035156,100.0,50.0,50.0,446.61,7358.21779296875,21.32353507147895,59.5089998626709
2023-05-08T02:45:00Z,99.61000061035156,100.0,50.0,50.0,445.46,7348.041479492187,21.3269305465245,59.344000244140624
2023-05-08T03:00:00Z,99.61000061035156,100.0,50.0,50.0,444.13,7337.978916015625,21.336100063323975,59.14999961853027
2023-05-08T03:15:00Z,99.61000061035156,100.0,50.0,50.0,447.67,7366.48015625,21.298199634552002,59.11399898529053
2023-05-08T03:30:00Z,99.61000061035156,100.0,50.0,50.0,446.05,7351.526323242188,21.163333700160788,59.28799942016602
2023-05-08T03:45:00Z,99.61000061035156,100.0,50.0,50.0,442.92,7325.881840820312,21.16049524817136,59.02699981689453
2023-05-08T04:00:00Z,99.61000061035156,100.0,50.0,50.0,441.96,7319.8716796875,21.31179983139038,58.335000343322754
2023-05-08T04:15:00Z,99.61000061035156,100.0,50.0,50.0,440.97,7310.949702148438,21.292100429534912,58.31299980163574
2023-05-08T04:30:00Z,99.61000061035156,100.0,50.0,50.0,439.82,7299.380239257813,21.11141418688225,58.67900020599365
2023-05-08T04:45:00Z,99.61000061035156,100.0,50.0,50.0,440.1,7301.658818359375,21.102970576522374,58.55000019073486
2023-05-08T05:00:00Z,99.61000061035156,100.0,50.0,50.0,438.25,7286.768662109375,21.1435994720459,58.23500022888184
2023-05-08T05:15:00Z,99.61000061035156,100.0,50.0,50.0,436.89,7274.98953125,21.117900333404542,58.48099998474121
2023-05-08T05:30:00Z,99.61000061035156,100.0,50.0,50.0,437.57,7279.65705078125,21.02414188962994,59.46300006866455
2023-05-08T05:45:00Z,99.61000061035156,100.0,50.0,50.0,436.41,7271.099624023437,21.08970298389397,60.19199962615967
2023-05-08T06:00:00Z,99.61000061035156,100.0,50.0,50.0,432.79,7244.112270507812,21.345999546051026,59.979000129699706
