time,ADS.fAHUTempEHAADSInternalValuesMirror,ADS.fAHUTempETAADSInternalValuesMirror,ADS.fAHUTempODAADSInternalValuesMirror,ADS.fAHUTempSUPADSInternalValuesMirror,ADS.fAHUPHValveActADSInternalValuesMirror,ADS.fAHUCOValveActADSInternalValuesMirror
2022-11-01T11:00:00Z,17.818261436794113,22.27252193948497,16.205913095888885,21.916608180170474,0.0,30.856070758985435
2022-11-01T11:15:00Z,17.90199961454972,22.31060863992442,16.42313049979832,21.93808648482613,0.0,30.84545603213103
2022-11-01T11:30:00Z,17.938869078262993,22.353565365335214,16.398608696979025,21.99773876356042,0.0,30.876239444898523
2022-11-01T11:45:00Z,17.789217194266943,22.44852129065472,16.127825828220534,22.03573853865914,0.0,30.828471805738367
2022-11-01T12:00:00Z,17.761130407582158,22.466260097337805,16.08973904485288,22.052434125153916,0.0,30.867216806826384
2022-11-01T12:15:00Z,17.608782245801844,22.5,15.869043491197669,22.040086912072223,0.0,30.825103270701874
2022-11-01T12:30:00Z,17.531034288735224,22.49741373390987,15.76853451235541,22.019052061541327,0.0,30.824756240844728
2022-11-01T12:45:00Z,17.50182589655337,22.47339087776516,15.729913238857103,22.009304560785708,0.0,30.84821454409895
2022-11-01T13:00:00Z,17.372521491672682,22.412869478308636,15.529826081317404,21.950868988037108,0.43478260869565216,30.857663196066152
2022-11-01T13:15:00Z,17.21817408022673,22.427304591303287,15.336869612984035,21.8990430748981,0.0,30.843101648183968
2022-11-01T13:30:00Z,17.12417398535687,22.442435372394065,15.222173873237942,21.88243399910305,0.0,30.865093911212423
2022-11-01T13:45:00Z,17.005565062813137,22.411825976164444,15.03634783703348,21.84443480450174,0.0,30.893992736421783
2022-11-01T14:00:00Z,16.884561170611466,22.382631301879883,14.909298244275545,21.771754482336213,0.0,30.863501772673235
2022-11-01T14:15:00Z,16.869043283877165,22.401217037698498,14.919651935411537,21.792694722051206,0.0,30.886854835178543
2022-11-01T14:30:00Z,16.820603436437146,22.3540520996883,14.868620683406961,21.757155237526728,0.0,30.866368047122297
2022-11-01T14:45:00Z,16.74869562231976,22.30895596379819,14.76817391437033,21.704695278665294,0.0,30.84347941957671
2022-11-01T15:00:00Z,16.647930802970098,22.29155182016307,14.635689579207321,21.66336199332928,0.0,30.82795705466435
2022-11-01T15:15:00Z,16.52905140251949,22.2580174248794,14.46939651719455,21.613534187448437,0.0,30.883995154808307
2022-11-01T15:30:00Z,16.36672406361021,22.160086006953797,14.278534576810639,21.520344701306573,0.0,30.86031723022461
2022-11-01T15:45:00Z,16.181912894870923,22.085739003057064,14.050956643146018,21.404521461155102,0.0,30.86899895503603
2022-11-01T16:00:00Z,15.992105601126688,22.028596827858372,13.809649233232465,21.31166672288326,0.0,30.851482659055474
2022-11-01T16:15:00Z,15.777241295781629,21.960344380345838,13.54448283951858,21.207999984077784,0.0,30.837691175526587
2022-11-01T16:30:00Z,15.62263160002859,21.875789859838655,13.403859473111337,21.094869232177736,0.0,30.832983083310335
2022-11-01T16:45:00Z,15.502434813457986,21.814086516007134,13.250347809169604,21.002173780358355,0.0,30.86111302583114
2022-11-01T17:00:00Z,15.371982821102801,21.766206938644935,13.093103532133432,20.9360340710344,0.0,30.870489560640774
2022-11-01T17:15:00Z,15.249130589029063,21.690956132308298,12.971652180215587,20.847999390311863,0.0,30.866782818810414
2022-11-01T17:30:00Z,15.10094848994551,21.616551892510778,12.797155363806363,20.736206794607227,0.0,30.821780819003866
2022-11-01T17:45:00Z,15.035965032744826,21.57421031751131,12.747017475596646,20.67035096151787,0.0,30.86299421076189
2022-11-01T18:00:00Z,15.000000130417,21.5235899411715,12.712222172663761,20.637093894502037,0.0,30.865794744247044
2022-11-01T18:15:00Z,14.902869448454483,21.46086958180303,12.627913085274074,20.55869548631751,0.0,30.86833456007101
2022-11-01T18:30:00Z,14.857758628910986,21.389568608382653,12.575086289438708,20.485603118764942,0.0,30.877417876802642
