time,ADS.fAHUPHValveActADSInternalValuesMirror,ADS.fAHUPHValveSetADSInternalValuesMirror,ADS.eAHUPHPumpContModeADSInternalValuesMirror,ADS.bAHUPHPumpErrorADSInternalValuesMirror,ADS.bAHUPHPumpOperatingADSInternalValuesMirror,ADS.fAHUPHPumpPowerADSInternalValuesMirror,ADS.fAHUPHPumpPressureADSInternalValuesMirror,ADS.bAHUPHPumpSetOnADSInternalValuesMirror,ADS.fAHUPHPumpSetpointADSInternalValuesMirror,ADS.fAHUPHPumpSpeedADSInternalValuesMirror,ADS.fAHUPHPumpVolFlowADSInternalValuesMirror,ADS.fAHUPHTempSupPrimADSInternalValuesMirror,ADS.fAHUPHTempRetPrimADSInternalValuesMirror,ADS.fAHUPHTempSupADSInternalValuesMirror,ADS.fAHUPHTempRetADSInternalValuesMirror
2023-03-27T09:00:00Z,28.918219802403215,28.924541152349793,6.0,0.0,1.0,27.900990099009903,0.2938019801484476,1.0,50.0,2306.3168316831684,1.594059428366104,80.91782107211576,63.55247478673954,25.02970315914343,19.385148397766716
2023-03-27T09:15:00Z,29.52580240249634,29.50692430496216,6.0,0.0,1.0,27.92,0.2939999997615814,1.0,50.0,2306.5,1.5870000207424164,81.93599998474122,64.68100067138671,24.996000003814697,19.563999996185302
2023-03-27T09:30:00Z,30.054646180407836,30.052274817287334,6.0,0.0,1.0,27.92079207920792,0.2939999997615814,1.0,50.0,2306.158415841584,1.58811883289035,82.92871229719408,65.59999953166093,24.954455479536907,19.494059421048306
2023-03-27T09:45:00Z,28.952377014160156,28.641062774658202,5.76,0.0,0.97,27.1,0.28791999995708467,1.0,47.5,2260.63,1.558000020980835,79.36200004577637,62.38800003051758,25.071999950408937,19.52400001525879
2023-03-27T10:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0475250848449,67.4524752928479,34.57227720128428,36.151485159845635
2023-03-27T10:15:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.08099990844727,65.01099994659424,12.562999982833862,45.45299999237061
2023-03-27T10:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.24,59.67600002288818,10.326999998092651,41.02099998474121
2023-03-27T10:45:00Z,32.031147343097345,31.71552304938288,5.16,0.0,0.84,23.07920792079208,0.24344554440219804,1.0,42.57425742574257,1910.6930693069307,1.2990099209369999,71.49306926160756,55.0920790870591,25.222772314997002,25.27326727385568
2023-03-27T11:00:00Z,35.14005596160889,35.142652320861814,6.0,0.0,1.0,27.84,0.29379999995231626,1.0,50.0,2306.68,1.588000020980835,74.12399963378907,56.461000022888186,26.440000076293945,19.12099987030029
2023-03-27T11:15:00Z,31.625669460485476,31.60511505957877,6.0,0.0,1.0,27.514851485148515,0.2939999997615814,1.0,50.0,2307.09900990099,1.5564356570196625,72.71683169827602,55.7841586877804,25.67524772115273,19.399009799013044
2023-03-27T11:30:00Z,30.054701976776123,30.048371887207033,6.0,0.0,1.0,27.5,0.2939999997615814,1.0,50.0,2306.76,1.5520000123977662,78.25100036621093,60.66600021362305,24.95499990463257,19.06400011062622
2023-03-27T11:45:00Z,30.154672093910747,30.1447494242451,6.0,0.0,1.0,27.524752475247524,0.2938019801484476,1.0,50.0,2307.138613861386,1.5524752600358265,80.70693070817701,62.97128700029732,25.404950132464418,18.769307032670124
2023-03-27T12:00:00Z,30.49516460418701,30.494339866638185,6.0,0.0,1.0,27.61,0.29379999995231626,1.0,50.0,2306.95,1.5480000114440917,78.36399971008301,61.12000061035156,24.899000034332275,18.892999897003175
2023-03-27T12:15:00Z,29.949235191345213,29.945565147399904,6.0,0.0,1.0,27.475247524752476,0.2938019801484476,1.0,50.0,2306.6,1.5470000112056732,80.13100021362305,62.98399982452393,25.039999980926513,19.424000034332277
2023-03-27T12:30:00Z,30.562962295985457,30.55819324455639,6.0,0.0,1.0,27.54,0.2939999997615814,1.0,50.0,2306.9504950495048,1.5603960540034982,81.55247459789314,64.50693088946956,25.096039970322412,19.651485008768518
2023-03-27T12:45:00Z,30.486125736236573,30.489360790252686,6.0,0.0,1.0,27.54,0.2939999997615814,1.0,50.0,2306.74,1.5480000114440917,78.45599975585938,61.56799991607666,24.979000034332277,19.477000026702882
2023-03-27T13:00:00Z,30.84736408573566,30.840762978733174,6.0,0.0,1.0,27.297029702970296,0.2939009899550145,1.0,50.0,2306.831683168317,1.5326732751166467,75.93168330428624,59.05643572665677,25.07029707124918,19.319802067067364
2023-03-27T13:15:00Z,30.798503284454345,30.808346538543702,6.0,0.0,1.0,27.42,0.29379999995231626,1.0,50.0,2307.28,1.5300000071525575,74.69299972534179,57.94199981689453,24.867999992370606,19.074000034332276
2023-03-27T13:30:00Z,31.832531315265317,31.84299839133083,6.0,0.0,1.0,27.316831683168317,0.2939999997615814,1.0,50.0,2306.9504950495048,1.5247524811489748,73.87623709499246,57.02772306687761,24.82277243208177,18.703960286508693
2023-03-27T13:45:00Z,31.35603023529053,31.351112880706786,6.0,0.0,1.0,27.13,0.2939999997615814,1.0,50.0,2307.28,1.5180000042915345,71.58400016784668,54.97499996185303,25.140000019073486,18.86799970626831
2023-03-27T14:00:00Z,31.98170322002751,31.970091262666305,6.0,0.0,1.0,27.504950495049506,0.2939999997615814,1.0,50.0,2306.4455445544554,1.5673267487252112,70.82475197669304,54.554455256698155,25.110891247739886,19.2376235546452
2023-03-27T14:15:00Z,29.872605171203613,29.875752182006835,6.0,0.0,1.0,27.75,0.2939999997615814,1.0,50.0,2306.48,1.5870000207424164,75.98700004577637,59.22900001525879,24.966999835968018,19.25400037765503
2023-03-27T14:30:00Z,29.848540668487548,29.854832534790038,6.0,0.0,1.0,27.9,0.2939999997615814,1.0,50.0,2306.27,1.5910000216960907,79.86099952697754,63.07400005340576,24.948999919891357,19.33400011062622
2023-03-27T14:45:00Z,30.59404694207824,30.58609380816469,6.0,0.0,1.0,27.81188118811881,0.2939999997615814,1.0,50.0,2306.5544554455446,1.585148535152473,76.36831702808342,59.73861388404771,25.032673335311436,19.34455437235313
2023-03-27T15:00:00Z,30.929145431518556,30.93918647766113,6.0,0.0,1.0,27.79,0.29379999995231626,1.0,50.0,2306.66,1.5710000169277192,72.46200012207031,56.09300037384033,25.046000175476074,19.511999759674072
2023-03-27T15:15:00Z,31.662386790360554,31.660593863761072,6.0,0.0,1.0,27.762376237623762,0.2939999997615814,1.0,50.0,2306.5247524752476,1.5752475426928831,70.6920788453357,54.601980379312344,24.9603960584886,19.40198039064313
