time,ADS.fAHUFlapETAActADSInternalValuesMirror,ADS.fAHUFlapETASetADSInternalValuesMirror,ADS.fAHUFanETASpeedActADSInternalValuesMirror,ADS.fAHUFanETASpeedSetADSInternalValuesMirror,ADS.fAHUFanETAVdpActADSInternalValuesMirror,ADS.fAHUFanETAVolFlowActADSInternalValuesMirror,ADS.fAHUTempETAADSInternalValuesMirror,ADS.fAHUHumETAADSInternalValuesMirror,ADS.fAHUFanSUPVdpActADSInternalValuesMirror,ADS.fAHUFanSUPVolFlowActADSInternalValuesMirror
2022-12-31T19:45:00Z,99.5965523555361,100.0,53.43470356382173,53.450469970703125,457.41379310344826,7432.7461947737065,19.940344909141803,42.331034167059535,700.2413793103449,7428.6495992726295
2022-12-31T20:00:00Z,99.5965523555361,100.0,53.50815042956122,53.549659071297484,456.3103448275862,7420.266332165948,19.973792503620015,41.631034719532934,701.6206896551724,7438.253569504311
2022-12-31T20:15:00Z,99.61000061035156,100.0,53.398334108549975,53.38690080313847,457.48275862068965,7429.941389412716,19.97103395133183,41.17241326693831,699.7931034482758,7427.061961206897
2022-12-31T20:30:00Z,99.5965523555361,100.0,53.396006880135374,53.342177160854995,459.1034482758621,7443.064099542026,19.952068920793206,40.9620695442989,700.0344827586207,7422.528539197198
2022-12-31T20:45:00Z,99.5965523555361,100.0,53.37299425848599,53.330760035021555,459.0344827586207,7441.918978987069,19.910344682890795,40.837931139715785,701.1034482758621,7432.295965786638
2022-12-31T21:00:00Z,99.61000061035156,100.0,53.287821013351966,53.25939638861294,458.3103448275862,7436.071726831897,19.889999521189722,40.67241339847959,701.5862068965517,7435.556472252155
2022-12-31T21:15:00Z,99.5965523555361,100.0,53.18306206012594,53.17243168271821,457.9310344827586,7433.431068157328,19.945714133126394,40.396552250303074,701.6551724137931,7436.628670528017
2022-12-31T21:30:00Z,99.58214351109096,100.0,53.23156843514278,53.182976558290676,460.7857142857143,7456.7249755859375,19.973102832662647,40.21785763331822,701.6071428571429,7436.92839704241
2022-12-31T21:45:00Z,99.61000061035156,100.0,53.081505230494905,53.06884234292166,457.8965517241379,7433.364224137931,19.96896480691844,40.18275898900525,699.0344827586207,7423.485082165948
2022-12-31T22:00:00Z,99.5965523555361,100.0,53.16208135670629,53.207573989342,455.6551724137931,7414.778000404095,19.954137933665308,40.20000076293945,699.6206896551724,7425.69775390625
